Terakhir,Pembukaan,Tertinggi,Terendah,Terakhir,Pembukaan,Tertinggi,Terendah
1987.50,2063.70,2063.70,1994.30,41.61,41.98,42.94,41.48
2084.20,2068.70,2080.00,2065.00,41.94,41.50,42.33,41.17
2073.00,2121.70,2121.70,2121.70,41.22,41.97,42.22,41.06
2115.20,2086.70,2115.00,2085.90,41.95,42.19,42.65,41.61
2093.30,2098.50,2098.50,2090.50,42.19,41.56,43.52,41.47
2062.90,2024.60,2068.40,2018.70,41.70,40.78,42.08,40.14
2027.90,2026.90,2040.00,2015.40,41.01,40.39,41.24,39.58
2026.90,2005.20,2035.00,2005.20,40.27,40.34,40.55,39.66
2006.70,2016.00,2016.00,1988.90,39.92,41.32,41.39,38.72
2017.00,2001.00,2025.00,2001.00,41.27,41.13,41.57,40.93
2005.70,2008.10,2028.10,1967.20,41.04,41.65,41.93,40.85
1997.40,1964.80,1999.90,1964.80,41.60,41.26,41.82,40.48
1965.70,1941.80,1961.00,1941.00,41.29,41.06,41.67,40.66
1955.20,1923.30,1945.00,1923.30,41.07,41.95,42.36,40.83
1926.60,1909.50,1924.20,1906.40,41.90,41.54,42.03,41.14
1898.90,1867.60,1891.30,1867.00,41.96,40.65,42.40,40.64
1867.60,1862.00,1862.40,1862.00,40.81,40.64,40.91,39.83
1861.00,1840.60,1851.00,1840.10,40.59,40.72,40.90,40.02
1854.10,1856.00,1856.00,1856.00,40.75,40.97,41.18,40.52
1869.40,1862.30,1863.10,1854.30,41.20,40.55,41.26,40.08
1869.50,1850.00,1863.90,1850.00,40.29,39.60,40.57,39.07
1871.40,1857.30,1858.30,1857.30,40.10,40.35,40.72,39.47
1858.10,1853.70,1853.70,1851.30,40.55,39.58,40.77,38.54
1860.10,1871.90,1871.90,1871.90,39.62,40.87,40.99,39.27
1876.80,1851.80,1867.60,1851.80,40.90,40.48,41.08,40.30
1856.20,1833.90,1853.60,1833.90,40.62,40.68,40.95,39.90
1834.70,1825.80,1828.60,1825.80,40.63,40.31,41.08,39.84
1787.60,1786.90,1788.70,1783.65,40.28,40.23,40.50,39.86
1828.30,1799.00,1821.30,1798.80,40.65,39.78,40.74,39.46
1818.00,1830.00,1838.00,1830.00,39.82,39.84,40.58,39.05
1836.50,1816.90,1835.00,1813.90,39.27,39.64,40.08,38.85
1816.00,1816.50,1816.50,1811.20,39.70,37.96,39.89,37.50
1814.40,1798.20,1814.00,1798.00,38.49,39.09,39.35,37.79
1804.40,1800.00,1800.00,1800.00,38.72,38.05,39.23,37.08
1808.60,1806.50,1806.50,1806.50,38.01,39.99,40.54,37.31
1813.10,1803.00,1803.00,1803.00,40.37,40.68,41.63,39.76
1798.20,1787.00,1798.40,1783.10,40.46,39.18,40.70,39.12
1785.80,1767.00,1786.90,1761.80,39.75,38.85,40.49,38.40
1765.60,1775.00,1775.00,1762.30,38.84,37.74,38.97,37.11
1771.30,1768.20,1768.20,1768.20,37.96,37.93,38.75,37.21
1772.10,1770.00,1770.00,1770.00,38.38,37.05,39.06,36.38
1762.30,1770.30,1770.30,1760.00,37.12,36.03,37.26,34.36
1771.80,1780.40,1780.50,1780.40,36.26,36.26,36.99,34.48
1775.00,1784.10,1786.40,1762.30,36.34,39.09,39.09,35.41
1757.40,1760.90,1760.90,1753.30,39.60,38.50,39.91,37.73
1758.90,1755.20,1757.60,1755.20,38.94,38.22,39.10,37.07
1742.50,1739.40,1739.40,1739.40,38.19,39.41,40.44,37.96
1720.00,1741.70,1741.70,1704.60,39.55,37.33,39.68,37.05
1763.00,1747.60,1752.00,1747.60,37.41,36.76,37.62,36.38
1736.20,1760.00,1760.00,1727.50,37.29,36.86,38.18,35.88
1763.30,1774.50,1775.30,1774.50,36.81,35.56,37.06,35.28
1777.10,1775.50,1775.50,1772.80,35.44,35.21,35.90,34.27
1776.80,1748.20,1771.50,1748.20,35.49,33.68,35.77,32.36
1753.30,1748.80,1757.30,1748.80,33.71,32.10,34.21,31.14
1749.80,1725.00,1727.40,1722.50,32.81,34.14,34.32,31.75
1748.80,1762.90,1764.00,1762.90,34.35,33.30,34.81,32.48
1727.00,1730.55,1731.35,1719.25,33.92,32.92,34.18,32.72
1730.65,1735.45,1735.90,1729.80,32.90,33.38,33.42,32.50
1774.90,1773.50,1773.50,1771.90,33.25,33.95,34.00,30.72
1760.50,1780.10,1780.10,1753.60,33.92,33.53,34.66,33.26
1792.10,1784.00,1791.20,1784.00,33.49,31.89,33.78,31.56
1785.10,1784.20,1784.20,1784.20,32.50,32.83,33.44,31.34
1772.60,1795.40,1795.40,1795.40,31.82,29.53,33.32,29.53
1790.40,1776.20,1781.50,1776.20,29.43,27.64,29.92,27.24
1774.40,1747.10,1747.10,1747.10,27.56,25.56,27.96,25.18
1750.30,1729.10,1750.30,1729.10,25.29,25.30,26.45,24.79
1741.70,1733.20,1734.50,1731.90,25.78,24.49,26.23,24.22
1734.40,1727.70,1734.20,1714.20,24.14,24.49,25.58,23.67
1750.30,1747.80,1747.80,1747.80,24.74,23.35,24.99,23.26
1761.10,1718.90,1722.80,1718.50,23.55,24.09,26.74,22.94
1721.70,1728.40,1728.40,1713.00,23.99,25.52,26.08,22.58
1743.80,1725.80,1739.10,1725.80,24.56,21.24,25.49,21.13
1741.00,1729.10,1729.10,1725.70,20.39,19.11,21.42,18.05
1721.10,1720.10,1720.10,1720.10,19.78,19.04,20.48,18.07
1713.20,1706.40,1706.40,1706.40,18.84,15.64,19.44,15.45
1730.30,1727.60,1744.10,1727.60,15.06,13.35,16.78,12.67
1738.70,1731.80,1740.00,1712.70,12.34,12.96,13.69,10.07
1738.80,1746.70,1753.00,1726.80,12.78,16.84,16.98,11.88
1748.90,1759.00,1759.00,1745.00,16.94,16.78,17.97,15.64
1757.80,1753.10,1762.20,1753.10,16.50,14.20,18.26,13.35
1749.80,1709.50,1709.50,1709.50,13.78,13.12,16.18,10.26
1698.20,1722.20,1722.20,1679.60,10.01,-14.00,13.86,-16.74
1721.30,1715.60,1715.60,1715.60,-37.63,17.73,17.85,-40.32
1708.90,1717.80,1717.80,1717.80,18.27,20.00,20.22,17.31
1742.70,1766.50,1766.50,1766.50,19.87,20.15,20.53,19.42
1751.50,1760.70,1762.70,1736.40,19.87,20.72,20.89,19.20
1776.80,1779.10,1779.10,1776.50,20.11,22.36,23.08,19.95
1767.90,1732.50,1758.00,1732.50,22.41,24.60,24.74,22.03
1758.70,1747.50,1747.50,1747.50,22.76,26.28,28.36,22.57
1689.30,1690.10,1690.10,1690.10,25.09,24.30,26.45,23.74
1689.40,1688.80,1688.80,1688.80,23.63,26.34,27.24,23.54
1700.00,1685.30,1688.60,1685.30,26.08,26.09,28.24,25.28
1654.10,1639.00,1651.50,1625.30,28.34,24.81,29.13,23.52
1646.70,1636.40,1636.40,1636.40,25.32,21.22,27.39,20.76
1601.60,1594.40,1594.40,1594.40,20.31,20.10,21.55,19.90
1606.70,1625.30,1625.30,1625.30,20.48,20.23,21.89,20.01
1653.30,1646.90,1646.90,1646.90,20.09,20.93,20.93,19.27
1661.00,1647.10,1647.10,1647.10,21.51,23.29,23.44,20.88
1668.30,1674.30,1674.30,1659.40,22.60,24.25,24.65,22.38
1639.00,1650.90,1656.60,1650.50,24.49,24.37,25.24,22.91
1669.20,1594.60,1653.50,1594.60,24.01,23.87,25.16,23.09
1588.30,1514.60,1572.80,1502.60,23.36,22.52,24.07,20.80
1501.40,1515.80,1515.80,1515.80,22.43,24.73,27.89,19.46
1497.20,1496.60,1508.00,1476.90,25.22,22.30,27.71,21.36
1494.60,1520.60,1520.60,1502.30,20.37,26.94,27.22,20.06
1541.10,1504.50,1561.50,1476.30,26.95,28.69,30.30,26.63
1500.00,1485.00,1503.00,1485.00,28.70,33.75,33.75,28.10
1532.20,1591.00,1591.00,1529.30,31.73,30.77,33.87,30.33
1606.50,1654.30,1654.30,1581.50,31.50,33.07,33.63,30.02
1658.30,1670.00,1670.00,1653.10,32.98,34.62,36.35,32.56
1676.60,1675.90,1675.90,1662.10,34.36,30.37,35.02,30.20
1691.50,1709.90,1710.10,1672.90,31.13,32.87,34.88,27.34
1691.60,1696.00,1703.60,1686.30,41.28,46.09,46.38,41.05
1690.50,1655.70,1671.00,1655.20,45.90,47.13,47.57,45.65
1666.90,1664.20,1664.50,1664.20,46.78,46.94,48.41,46.65
1670.00,1606.50,1663.80,1606.50,47.18,47.72,48.66,46.47
1620.60,1602.50,1624.30,1600.20,46.75,43.70,47.56,43.32
1596.60,1595.20,1617.80,1595.20,44.76,46.49,47.03,43.85
1676.40,1679.00,1684.40,1670.00,47.09,48.63,48.78,45.88
1678.20,1677.60,1677.60,1677.60,48.73,50.08,50.44,48.30
1686.40,1681.00,1683.60,1681.00,49.90,51.37,52.02,49.69
1713.50,1707.40,1707.40,1707.40,51.43,52.60,52.64,50.45
1686.30,1672.30,1678.10,1672.30,53.38,53.74,53.86,52.55
1658.00,1641.40,1651.90,1641.40,53.78,53.50,54.50,53.22
1649.50,1639.80,1641.40,1636.20,53.29,52.12,53.66,51.93
1641.10,1617.30,1634.80,1617.30,52.05,52.23,52.41,50.88
1587.05,1586.15,1588.45,1581.85,52.20,52.34,52.59,52.05
1586.25,1585.50,1586.25,1583.45,52.36,52.45,52.63,52.34
1624.10,1601.00,1608.40,1597.30,52.05,51.51,52.34,51.32
1617.00,1607.90,1608.10,1607.90,51.42,51.72,51.96,50.60
1609.80,1590.80,1593.90,1587.50,51.17,49.96,51.73,49.95
1608.80,1606.70,1606.90,1606.70,49.94,49.61,50.69,49.58
1618.20,1606.70,1606.70,1606.70,49.57,50.12,50.49,49.42
1612.80,1591.00,1598.30,1588.40,50.32,51.11,51.48,50.09
1609.50,1580.70,1592.40,1579.30,50.95,51.17,52.20,50.24
1602.20,1579.40,1587.00,1573.00,50.75,49.51,51.88,49.47
1595.00,1602.30,1602.30,1576.00,49.61,49.94,51.55,49.31
1621.00,1606.00,1606.00,1606.00,50.11,51.01,51.97,49.80
1626.10,1599.70,1615.30,1597.70,51.56,52.92,53.36,50.97
1627.30,1601.60,1612.00,1599.00,52.14,53.09,53.20,51.66
1614.50,1594.50,1603.60,1589.30,53.33,53.97,54.37,52.81
1613.20,1606.70,1607.10,1593.40,53.48,52.77,54.06,52.68
1620.80,1616.80,1617.80,1616.80,53.14,53.70,53.71,52.13
1615.40,1595.00,1609.50,1595.00,54.19,55.69,55.95,53.85
1608.30,1585.00,1593.50,1580.10,55.59,56.11,56.27,54.77
1599.70,1583.10,1585.50,1577.60,56.74,58.26,58.38,56.03
1601.00,1595.00,1595.00,1595.00,58.34,59.17,59.73,57.68
1561.25,1557.20,1562.70,1556.65,58.73,59.28,59.32,58.56
1557.05,1557.40,1559.05,1556.45,59.27,59.36,59.66,59.20
1603.40,1578.60,1588.00,1577.10,58.54,58.59,58.98,58.27
1593.00,1580.40,1583.40,1575.00,58.52,58.10,58.87,57.56
1596.60,1587.80,1587.80,1587.80,57.81,58.20,58.36,57.36
1587.50,1573.20,1573.90,1563.40,58.23,58.03,58.72,57.72
1593.70,1586.80,1586.80,1574.90,58.08,59.04,59.27,57.91
1603.30,1577.60,1589.60,1574.10,59.04,59.61,59.78,58.85
1597.80,1583.00,1587.50,1570.20,59.56,59.99,60.31,58.66
1603.80,1612.60,1638.40,1612.60,59.61,62.84,65.65,59.15
1618.70,1602.60,1602.60,1602.60,62.70,62.91,63.15,62.11
1613.30,1608.20,1612.40,1600.30,63.27,63.71,64.72,62.64
1596.40,1591.00,1592.10,1588.60,63.05,61.18,64.09,61.13
1572.10,1548.70,1559.50,1548.20,61.18,61.60,61.60,60.64
1520.95,1520.85,1523.95,1520.85,61.33,61.52,61.54,61.33
