Terakhir,Pembukaan,Tertinggi,Terendah
1286,1286,1286,1286
12824,12823,12823,12823
12967,12967,12967,12967
12939,12939,12939,12939
122755,12243,122803,122149
12909,12899,12899,1289
1314,1314,1314,1314
13177,13228,13228,13137
13208,13208,13208,13208
13184,13184,13184,13184
13177,13177,13177,13177
13277,13277,13277,13277
13204,13204,13204,13204
13171,13171,13171,13171
13152,13152,13152,13152
13188,13188,13188,13188
13285,13285,13285,13285
13268,13268,13268,13268
13482,13482,13482,13482
13412,13428,13428,13428
13415,13415,13415,13415
13439,13439,13439,13439
13519,13519,13519,13519
13656,13656,13656,13656
137,137,137,137
13556,13556,13556,13556
13531,13531,13531,13531
13432,13432,13432,13432
13485,13485,13485,13485
13391,13391,13391,13391
126669,126802,12686,126496
126822,126631,126902,126631
13448,13448,13448,13448
13333,13333,13333,13333
13297,13297,13297,13297
13321,13321,13321,13321
1338,1338,1338,1338
13299,13299,13299,13299
13292,13398,134,13398
13362,13362,13362,13362
13144,13127,13127,13127
1308,13075,1308,13075
13057,13057,13057,13057
13029,13029,13029,13029
12976,1305,13052,1305
12951,13061,13061,13032
13061,13061,13061,13061
13058,13058,13058,13058
13074,13121,13121,13121
13276,13269,13269,13269
13361,13361,13361,13361
13346,13346,13346,13346
13471,13471,13471,13471
13447,13447,13447,13447
1343,1343,1343,1343
1346,1346,1346,1346
13558,13558,13558,13558
1367,13598,1378,13598
13617,13617,13617,13617
13605,13605,13605,13605
13709,13709,13709,13709
13698,13698,13698,13698
128965,128965,128965,128965
13667,13667,13667,13667
13573,13573,13573,13573
13534,13534,13534,13534
13333,13333,13333,13333
13368,13368,13368,13368
13324,13324,13324,13324
13275,13275,13275,13275
13368,13331,13331,13331
13327,13327,13327,13327
13298,1339,1339,1339
13267,1344,1344,13413
13355,13355,13355,13355
13375,13387,13387,13387
13374,13374,13374,13374
13304,13304,13304,13304
13285,13285,13285,13285
13315,13315,13315,13315
1329,13165,13165,13165
13172,13172,13172,13172
13136,13136,13136,13136
13107,13107,13107,13107
12843,12843,12843,12843
12863,12863,12863,12863
12866,1294,1294,1294
1284,1284,1284,1284
12857,12857,12857,12857
12919,12919,12919,12919
12977,13076,13076,13075
13073,13073,13073,13073
13088,13088,13088,13088
13139,13139,13139,13139
13311,13311,13311,13311
13343,13343,13343,13343
13391,13391,13391,13391
13384,13384,13384,13384
13317,13317,13317,13317
13133,13133,13133,13133
13192,13192,13192,13192
12382,123725,124015,12335
12373,1236,123925,1236
13194,13194,13194,13194
13227,13227,13227,13227
13142,13142,13142,13142
13049,13049,13049,13049
13049,13049,13049,13049
13145,1319,1319,1319
13154,13154,13154,13154
13183,13239,13239,13239
13164,13141,13141,13141
13133,13133,13133,13133
13022,13022,13022,13022
13006,13006,13006,13006
12895,1289,1291,1289
12918,12918,12918,12918
12764,12764,12764,12764
12717,12717,12717,12717
12729,12751,12751,12751
12811,12811,12811,12811
12941,12996,12996,12954
12989,12989,12989,12989
12892,12892,12892,12892
12855,1284,1284,1284
12957,12957,12957,12957
12974,12974,12974,12974
120285,120325,120845,12
120335,11973,120505,11973
12813,12813,12813,12813
12833,12833,12833,12833
128,128,128,128
12685,12685,12685,12685
12676,12628,12628,12628
12557,1256,1256,1256
12621,12621,12621,12621
12471,12471,12471,12471
12447,12324,1234,12324
115105,1151,115325,115
12345,1239,1239,1239
12412,12412,12412,12412
1224,1224,1224,1224
12219,12219,12219,12219
113455,1135,113605,1134
1135,1135,1135,1135
12168,12168,12168,12168
12138,12138,12138,12138
12165,12165,12165,12165
1217,1217,1217,1217
12259,12259,12259,12259
12209,12209,12209,12209
12131,12131,12131,12131
12383,12383,12383,12383
12336,12336,12336,12336
12403,12403,12403,12403
1236,1236,1236,1236
12464,12464,12464,12464
12506,12506,12506,12506
1235,1235,1235,1235
12417,12367,12367,12367
12424,12424,12424,12424
12337,12337,12337,12337
12384,12384,12384,12384
12555,12555,12555,12555
12586,12586,12586,12586
12455,12455,12455,12455
118555,11892,11903,117975
12569,12569,12569,12569
1278,1278,1278,1278
12768,12768,12768,12768
12764,12764,12764,12764
12838,12838,12838,12838
12903,12903,12903,12903
12909,12909,12909,12909
12869,12869,12869,12869
12827,12827,12827,12827
13266,13266,13266,13266
13357,1334,1334,1334
13362,13362,13362,13362
13404,13404,13404,13404
13657,13657,13657,13657
13638,13638,13638,13638
1368,1368,1368,1368
1348,1348,1348,1348
13337,13337,13337,13337
13371,13371,13371,13371
133,133,133,133
13246,13246,13246,13246
13316,13316,13316,13316
13172,13172,13172,13172
1323,1323,1323,1323
13235,13235,13235,13235
13252,13252,13252,13252
13186,13186,13186,13186
13118,13118,13118,13118
13104,13104,13104,13104
13123,13123,13123,13123
13077,13077,13077,13077
13095,13095,13095,13095
13139,13139,13139,13139
13045,13045,13045,13045
13055,13055,13055,13055
13213,13213,13213,13213
13221,13221,13221,13221
13659,13659,13659,13659
13704,13835,13835,13835
13791,13791,13791,13791
13767,13767,13767,13767
13844,13844,13844,13844
13986,13986,13986,13986
1396,1396,1396,1396
13992,13992,13992,13992
13883,13883,13883,13883
13747,13747,13747,13747
13744,13744,13744,13744
13671,13671,13671,13671
13749,13793,13793,1378
13833,13867,13867,13792
13808,13808,13808,13808
13844,13844,13844,13844
13931,13931,13931,13931
14002,14002,14002,14002
14071,14071,14071,14071
14111,14111,14111,14111
13311,132635,133215,132555
132625,13282,132875,132615
13853,13853,13853,13853
13726,13726,13726,13726
13679,13679,13679,13679
13745,13745,13745,13745
13844,13844,13844,13844
13832,13832,13832,13832
1384,13844,13844,13844
13904,1389,1389,1389
14078,14078,14078,14078
14052,14052,14052,14052
1408,1408,1408,1408
14191,14191,14191,14191
14106,14106,14106,14106
1419,14107,14107,14107
14106,14106,14106,14106
14068,14068,14068,14068
1414,1414,1414,1414
14156,14156,14156,14156
14106,14099,14099,14099
14053,14053,14053,14053
14079,14079,14079,14079
14279,14279,14279,14279
14239,14239,14239,14239
14294,14294,14294,14294
14162,14162,14162,14162
14157,14157,14157,14157
13988,14028,14028,14028
1392,1392,1392,1392
13826,13826,13826,13826
13813,13813,13813,13813
13855,13855,13855,13855
13922,13922,13922,13922
13797,13797,13797,13797
13923,13923,13923,13923
13854,13854,13854,13854
13835,13835,13835,13835
13877,13877,13877,13877
1399,1399,1399,1399
13907,13907,13907,13907
14113,14113,14113,14113
1412,1412,1412,1412
1415,1415,1415,1415
14228,14228,14228,14228
14144,14144,14144,14144
1352,1345,136015,1343
13455,13445,134755,133885
13943,13943,13943,13943
1375,1375,1375,1375
13814,13814,13814,13814
13722,13722,13722,13722
13788,13788,13788,13788
13768,13768,13768,13768
13177,13177,13177,13177
13221,13221,13221,13221
13246,13246,13246,13246
13442,13442,13442,13442
13429,13429,13429,13429
13456,13456,13456,13456
1335,1335,1335,1335
13352,13352,13352,13352
13377,13377,13377,13377
13277,13277,13277,13277
13244,13244,13244,13244
1314,1314,1314,1314
12988,12988,12988,12988
12994,12994,12994,12994
12946,12946,12946,12946
12649,12649,12649,12649
12672,12672,12672,12672
12693,12693,12693,12693
121215,120825,121315,12018
12676,12676,12676,12676
12736,12736,12736,12736
12774,12774,12774,12774
12827,12827,12827,12827
13049,13049,13049,13049
13059,13059,13059,13059
13059,13059,13059,13059
13243,13243,13243,13243
13249,13249,13249,13249
13218,13218,13218,13218
13195,13195,13195,13195
13177,13177,13177,13177
13226,13226,13226,13226
13113,13113,13113,13113
13129,13129,13129,13129
13401,13401,13401,13401
13178,13178,13178,13178
13243,13243,13243,13243
13428,13428,13428,13428
13473,13473,13473,13473
13414,13414,13414,13414
13168,13168,13168,13168
12998,12998,12998,12998
12924,12924,12924,12924
12891,12891,12891,12891
12788,12788,12788,12788
12995,12995,12995,12995
13023,13023,13023,13023
13008,13008,13008,13008
12803,12803,12803,12803
12797,12797,12797,12797
12721,12721,12721,12721
12939,12939,12939,12939
13064,13064,13064,13064
13024,13024,13024,13024
12873,12873,12873,12873
12823,12823,12823,12823
12688,12688,12688,12688
12745,12745,12745,12745
12647,12647,12647,12647
12689,12689,12689,12689
12809,12809,12809,12809
12769,12769,12769,12769
12863,12863,12863,12863
12707,12707,12707,12707
12167,12167,12167,12167
12724,12724,12724,12724
1274,1299,1299,12697
12988,12988,12988,12988
12927,12927,12927,12927
1302,1302,1302,1302
13141,13141,13141,13141
12809,12809,12809,12809
12802,12802,12802,12802
12944,1285,12864,1285
13086,13086,13086,13086
13201,1299,1299,1299
13034,1304,1304,1304
1309,1309,1309,1309
13103,13103,13103,13103
13156,13156,13156,13156
13007,13007,13007,13007
1283,1283,1283,1283
12712,12712,12712,12712
12733,12733,12733,12733
12588,12588,12588,12588
1277,1277,1277,1277
12771,12771,12771,12771
12614,12614,12614,12614
12467,1246,1246,1246
12674,12674,12674,12674
12625,12625,12625,12625
12472,12472,12472,12472
12411,123,123,123
12081,1234,12351,12028
12336,12357,12359,12314
12712,12712,12712,12712
12821,1269,1269,1269
12326,12326,12326,12326
12369,12369,12369,12369
12382,12438,12438,12438
1198,12204,12204,12204
11977,11977,11977,11977
11833,11833,11833,11833
11701,11701,11701,11701
11735,11735,11735,11735
11619,11619,11619,11619
11637,11637,11637,11637
11639,11639,11639,11639
11673,11673,11673,11673
11524,11524,11524,11524
11426,11426,11426,11426
11436,11436,11436,11436
11517,11517,11517,11517
11358,11358,11358,11358
10885,10902,10933,10874
10903,10886,10908,10886
11375,11375,11375,11375
1123,1123,1123,1123
11374,11374,11374,11374
11371,11371,11371,11371
11485,11485,11485,11485
11517,11517,11517,11517
11627,11627,11627,11627
11519,11519,11519,11519
11384,11384,11384,11384
11355,11355,11355,11355
1121,1121,1121,1121
11208,11208,11208,11208
11286,11286,11286,11286
11281,11281,11281,11281
11359,11359,11359,11359
11282,11282,11282,11282
1134,1134,1134,1134
11405,11405,11405,11405
11233,11233,11233,11233
11081,11081,11081,11081
11353,11353,11353,11353
11198,11198,11198,11198
11214,11214,11214,11214
11338,11338,11338,11338
11303,11303,11303,11303
11349,11349,11349,11349
1134,1134,1134,1134
11343,11343,11343,11343
11432,11432,11432,11432
11206,11206,11206,11206
11124,11124,11124,11124
1122,1122,1122,1122
11239,11239,11239,11239
11145,11145,11145,11145
10708,10701,10742,10692
11284,11284,11284,11284
11316,11316,11316,11316
11247,11247,11247,11247
11338,11338,11338,11338
11356,11352,11352,11352
11269,11269,11269,11269
11269,1131,11384,1131
11425,11425,11425,11425
11413,11413,11413,11413
11413,11413,11413,11413
11454,11454,11454,11454
11494,11494,11494,11494
11492,11492,11492,11492
11479,11479,11479,11479
11601,11601,11601,11601
11612,11612,11612,11612
11686,11686,11686,11686
11904,11904,11904,11904
11952,11952,11952,11952
12018,12018,12018,12018
12293,12293,12293,12293
12182,12182,12182,12182
12203,12203,12203,12203
12187,12187,12187,12187
12282,12282,12282,12282
12297,12297,12297,12297
12409,12409,12409,12409
12363,12363,12363,12363
12466,12466,12466,12466
12514,12514,12514,12514
12436,12436,12436,12436
12317,12317,12317,12317
12311,12311,12311,12311
12224,12224,12224,12224
12099,12099,12099,12099
1214,1214,1214,1214
12113,12113,12113,12113
12035,12035,12035,12035
12042,12042,12042,12042
11821,11821,11821,11821
11836,11836,11836,11836
11991,11991,11991,11991
12044,12044,12044,12044
12188,12188,12188,12188
12269,12269,12269,12269
12063,12063,12063,12063
11996,11996,11996,11996
12094,12094,12094,12094
12141,12141,12141,12141
11949,11949,11949,11949
11963,11884,11884,11884
11805,11805,11805,11805
11857,11857,11857,11857
11819,11819,11819,11819
11879,11879,11879,11879
11807,11807,11807,11807
11999,11999,11999,11999
11199,11195,1124,11152
11199,11223,11231,11196
12005,12005,12005,12005
12035,12035,12035,12035
12144,12144,12144,12144
12213,12213,12213,12213
12169,12169,12169,12169
12184,12184,12184,12184
12072,12072,12072,12072
1209,1209,1209,1209
12237,12237,12237,12237
12389,12389,12389,12389
12468,12468,12468,12468
12422,12422,12422,12422
12171,12171,12171,12171
12063,12063,12063,12063
12079,12079,12079,12079
12023,12023,12023,12023
12051,12051,12051,12051
1213,1213,1213,1213
11977,11977,11977,11977
11958,11958,11958,11958
11858,11858,11858,11858
11816,11816,11816,11816
11771,11771,11771,11771
11787,11787,11787,11787
11768,11768,11768,11768
11831,11831,11831,11831
11834,11834,11834,11834
11875,11875,11875,11875
11906,11906,11906,11906
11906,11906,11906,11906
118,118,118,118
11901,11901,11901,11901
11876,11876,11876,11876
11995,11995,11995,11995
12055,12055,12055,12055
12307,12307,12307,12307
12432,12432,12432,12432
12463,12463,12463,12463
12524,12524,12524,12524
1255,1255,1255,1255
12566,12566,12566,12566
12551,12551,12551,12551
12586,12586,12586,12586
12495,12495,12495,12495
12706,12706,12706,12706
11678,11647,1169,11646
12615,12615,12615,12615
12685,12685,12685,1268
12708,12708,12708,12708
1278,1278,1278,1278
12731,12731,12731,127
12703,12703,12703,12703
1271,1271,1271,1271
12748,12748,12748,12748
12821,12821,12821,12821
12994,12994,12994,1296
13008,13008,13008,13008
12769,12769,12769,12769
12794,12794,12794,12794
12858,12858,12858,12858
1281,1281,1281,1281
12826,12826,12826,12826
12886,12886,12886,12886
12768,12768,12768,12768
1272,1272,1272,1272
12666,1264,12668,1263
12701,12701,12701,12685
12799,12799,12799,12799
12878,12878,12878,12878
12804,12804,12804,12804
12807,12807,12807,12765
12805,12805,12805,1278
12786,12786,12786,1279
12822,12889,12889,128
12074,12046,1209,12033
12044,12058,12058,12039
12997,12997,12997,1292
12981,12981,12981,12965
13035,13035,13035,13035
13014,13175,13182,13175
13212,13212,13212,13212
13189,13189,13189,13189
1319,1319,1319,1319
13122,13122,13122,13122
1287,1287,1287,1287
12773,12773,12773,12773
12825,12825,12825,12825
12785,12785,12785,12785
12867,12867,12867,12867
12882,12882,12882,12882
1279,1279,1279,1279
12661,12661,12661,12661
1273,1273,1273,1273
13,13,13,13
13014,13014,13014,13014
12892,12892,12892,12892
12604,12604,12604,12604
1282,1282,1282,1282
12747,12747,12747,12747
12891,12891,12891,12891
12793,12793,12793,12793
12881,12881,12881,12881
1283,1283,1283,1283
12865,12865,12865,12865
12781,12781,12781,12781
12878,12878,12878,12878
12933,12933,12933,12933
12816,12816,12816,12816
12911,12911,12911,12911
12984,12984,12984,12984
13054,13054,13054,13054
12882,12882,12882,12882
12882,12882,12882,12882
12942,12942,12942,12942
12722,12722,12722,12722
12764,12764,12764,12764
12919,12919,12919,12919
1297,1297,1297,1297
12873,12873,12873,12873
12812,12812,12812,12812
12775,12775,12775,12775
12747,12747,12747,12747
12595,12595,12595,12595
12475,12475,12475,12475
12445,12445,12445,12445
12493,12493,12493,12493
12489,12489,12489,12489
1249,1249,1249,1249
12484,12484,12484,12484
12581,12581,12581,12581
1268,1268,1268,1268
12656,12656,12656,12656
12961,12961,12961,12961
13006,13006,13006,13006
13042,13042,13042,13042
13058,13058,13058,13058
13094,13094,13094,13094
13061,13061,13061,13061
1296,1296,1296,1296
12931,12931,12931,12931
12987,12987,12987,12987
13032,13032,13032,13032
13069,13069,13069,13069
13015,13015,13015,13015
13099,13233,13233,13233
12317,12287,12364,12285
12288,12282,12293,12278
13252,13252,13252,13252
13187,13187,13187,13187
13192,13192,13192,13192
13312,13312,13312,13312
13399,13399,13399,13399
13326,13326,13326,13326
13549,13549,13549,13549
13734,1367,1367,1367
13673,13673,13673,13673
13824,13824,13824,13824
13846,13846,13846,13846
13638,13802,13802,13802
14022,14022,14022,14022
14147,14147,14147,14147
14056,14056,14056,14056
14176,14176,14176,14176
14252,14252,14252,14252
14134,13911,13911,13909
14124,138,138,138
12759,12794,12795,12725
1279,1281,12819,12757
14049,14049,14049,14049
13928,138,138,138
13645,13645,13645,13667
13745,13774,13774,13774
13732,13574,13574,13574
13574,13574,13574,13574
13516,13516,13516,135
13536,13536,13536,13503
13622,13622,13622,13622
13535,134,134,134
13377,13377,13377,13377
11868,11841,11875,11841
13354,13354,13354,13467
13119,11814,12103,11814
12929,11865,11865,11813
13077,11772,11944,11772
1177,1175,11789,1175
12856,1177,11793,11737
12897,11793,11803,1175
12897,1198,1198,11727
13056,1198,12008,11965
13039,11897,12073,11897
13023,11982,11996,1184
1302,11972,1222,11927
13177,12231,12231,1198
13335,12278,12278,12162
13423,12266,1232,12162
13455,12312,12346,12266
13502,1202,1238,1202
13144,11906,1207,11872
13108,12031,1206,11867
13242,12082,1213,12016
13258,11981,12137,11961
13147,12123,12123,11913
13325,116,12204,11417
12912,1197,11983,11638
11888,11973,11993,11854
13145,12005,1201,11937
13152,11971,11971,11971
13142,11977,11979,11965
13159,1191,12024,1189
13089,11918,11919,11907
13134,11965,11983,119
13155,11971,11971,11939
13037,11831,11869,11806
13056,11552,1191,1148
12814,11637,11645,1155
12804,11625,11681,11575
12851,1155,11705,11516
12813,1171,1171,11507
1291,11399,11697,11329
12644,11411,11475,11379
12681,11681,11687,11378
12903,11669,1171,1165
12944,11664,11723,11631
12959,11996,11997,11614
13229,12137,12147,11958
13492,12243,12243,12243
13526,12249,1231,12247
13524,12302,12302,12273
1355,12294,12327,12294
13521,1228,1228,12279
13666,12448,12448,12443
13718,1251,1251,1251
13643,12373,1244,12354
13585,12374,12375,12326
13575,12421,1243,12367
13613,12437,1247,12309
13593,12359,12359,12358
12293,12298,1234,1227
13537,12235,12235,1217
13588,12239,1229,12239
13442,12102,12179,1207
13636,12091,12108,12053
13607,13383,13383,13383
13469,12124,12124,1191
13681,12153,12195,12103
13702,12077,12178,12055
13667,12148,12182,1204
13737,12163,12222,12147
13704,12141,12141,12141
13764,12095,12161,12095
13749,12168,12168,12168
13772,1221,1221,1221
13742,12149,12149,12124
13731,12183,12183,12183
13834,12162,12204,12162
1392,12362,12362,12219
1393,12383,12383,12359
13913,12267,1235,12267
13878,1227,1227,1227
13954,12374,12374,12374
1402,12567,12567,12435
14046,12468,12468,12468
14102,12684,12684,12622
14232,12632,12681,12632
14223,12687,12727,12603
14255,12663,12711,12631
1419,12845,12864,12625
12874,12876,12909,12859
12877,12885,1289,12868
14406,12895,12897,12848
14438,12845,12937,12843
14369,12815,12823,12815
14393,12894,12895,12811
14331,14249,14249,14249
14341,1276,128,1275
14292,129,129,1272
1449,12954,12958,12884
1449,12988,13017,1294
14528,13014,13021,12957
14594,13117,13128,1292
14691,13118,13164,13097
14679,13088,13126,1305
14653,13062,13158,13058
14655,13084,13097,13053
14659,13108,13221,1308
14673,13053,13132,13025
14627,12881,1309,12878
1439,1288,12927,12826
14419,12944,1295,12859
14511,12841,12966,12797
14415,12951,12973,12806
14561,12986,1303,1291
14567,13109,13109,131
1462,13074,1308,13043
14603,12948,12948,12948
14473,12975,12975,12975
14603,13045,13045,13045
14616,13061,13061,13061
14696,1311,13155,1311
14647,13227,13227,13062
14721,13031,13238,13031
14549,12984,13031,12969
14513,13074,13121,12941
14607,13328,13328,13047
14929,13379,1339,13362
14947,13305,13437,1328
14797,1324,13304,1324
14714,13184,13235,1316
1472,13196,13203,13132
13213,13211,1324,13196
14756,13273,13277,1313
14848,13268,13307,13268
14802,13267,13314,13262
14751,13153,13287,13118
1319,13174,13209,13133
13161,13196,13196,13124
13222,13153,13234,1312
13209,13156,13256,13156
1318,13123,13169,13123
13162,13214,13214,13068
13137,12772,1321,12772
12724,12699,12727,12674
12717,12728,12728,12609
12749,12798,12835,12708
12737,12725,12747,12713
12736,126,12745,126
12608,12599,12644,12591
12598,12524,12623,1251
12535,12527,12561,12518
12521,12534,12566,12463
1253,1244,12566,12412
1244,12451,12488,12427
12443,12441,12475,12405
12437,125,12507,12409
12456,12551,12596,12418
12563,12583,12606,12509
12593,12593,12593,12636
12654,12919,12919,1276
12925,12916,12944,12914
12917,12939,12942,12911
12916,12932,12934,12932
12949,12942,1295,12942
1288,12874,12874,12874
12945,12907,12907,12901
12937,12937,12937,12937
12933,12933,12933,12933
12935,13025,13025,12928
13057,12928,13069,12928
12946,12955,12955,1292
12956,12821,12959,12812
12873,12873,12873,12873
12874,12915,12915,12855
12886,13103,1312,1288
13083,13094,13094,13069
1309,13056,13142,13055
13026,12767,13027,12767
12831,12887,12887,1278
12956,1296,12965,12866
1296,12955,13005,12891
12989,13054,13054,1293
13007,12938,13046,12938
12905,12846,12979,12724
12842,12843,12877,12824
12806,12892,12916,1276
1288,129,12992,12837
12934,13001,1303,12925
13031,13027,1304,1295
13,13227,13227,12915
13272,13201,133,13201
13187,1319,13228,13163
13201,13118,13238,13112
13055,13095,13136,13011
13087,12966,13141,12966
1298,13014,1304,12963
13032,12855,13061,12844
12844,12908,12936,12827
12905,12802,12941,12802
12796,12851,12879,12773
12834,12943,12988,12824
12938,12922,12994,12859
12947,12947,12947,12947
13034,13152,13152,13118
13114,13155,13155,13075
13112,1333,1333,13105
1336,13391,13391,1335
13305,13337,13337,13258
13414,13571,1358,13327
1359,13593,13618,13534
13729,13861,13914,13722
1379,13761,13866,13698
13722,13668,13745,13665
13703,13491,13705,13487
13465,134,13524,13381
13414,1336,13447,13305
13381,13495,13527,13292
13517,1338,13516,13333
13402,13348,1341,13348
13378,13504,13504,13322
13501,13359,13541,13329
13214,13298,13326,13211
13316,13293,1335,13246
13282,13412,1344,13256
1343,13364,13439,13331
13383,13243,1339,13214
13239,132,13283,13174
13171,13107,13235,13096
13206,13183,13216,13091
13247,13229,13306,13139
13285,13237,13322,13211
1319,13017,13207,13015
13004,12933,13035,12875
12953,12905,12962,12855
12901,1274,1292,12738
12748,12696,12773,12657
12633,12583,12714,12579
12576,1258,1267,12535
12573,1254,12737,12531
12517,12584,12607,12478
12604,12424,12663,12412
12401,12436,12545,12384
12422,1267,12677,12375
12622,12622,12622,12622
1251,12579,12584,12579
12636,12598,12644,12544
12645,12583,12694,12583
12626,12352,12642,12352
1239,12417,1242,12401
12423,12564,12575,124
12551,12557,12579,12531
12517,12397,12543,12397
124,12393,12428,12387
12381,12431,12432,12382
12452,1251,12513,1242
12509,12506,12527,12455
12467,1235,12468,1234
12293,12258,1229,12258
12253,12275,12275,12186
12294,12393,12424,1226
12378,12328,1247,12219
12384,12217,1239,12217
1225,12043,12273,12043
12054,12036,12054,12028
12019,11964,12124,1182
12031,1215,12155,11944
12161,12134,12185,12129
12141,12071,12159,12071
12051,11998,12056,11977
11984,12052,12052,11959
12051,11909,12078,11909
1195,12266,12266,11887
12361,12315,12451,1217
12312,1237,12404,12313
12455,12384,12506,12289
12357,12267,1239,12222
1226,12535,12554,12259
12585,12619,12619,12521
12624,1239,1267,1239
12353,12302,12432,1229
12303,12287,1242,1213
12332,124,12415,12186
12482,12251,12504,12129
12217,12192,12257,12156
12223,12514,12515,12178
12506,12378,12545,12337
12438,12379,12453,12362
12378,12416,12548,12355
12414,1243,1243,1243
12411,12311,12407,1229
1244,12432,1247,12414
12435,12457,12471,12365
12579,1269,1269,12419
12734,12742,12752,1271
12722,12847,12848,12722
12873,12877,12885,12815
12862,12802,12933,12781
12683,1274,12805,12711
12711,12823,12823,12685
1281,12816,12818,1281
12845,1308,13081,12813
13084,13236,13236,1298
13177,13135,13186,13125
1308,13133,13175,13069
13146,13146,13205,13121
13131,13257,13257,1308
13236,1334,1334,13217
1349,13408,13558,13356
13452,13596,13597,13596
1352,13514,13592,1349
13524,13462,1353,13462
13502,13345,13501,13345
13339,13319,13334,13319
13425,13139,13426,13139
13157,13168,13177,13165
13144,13188,1326,13126
13227,1307,13208,1307
1282,12828,1284,12692
1273,12705,12848,12541
12764,12758,12858,12721
1268,12869,12916,12638
12966,13034,13108,1285
13069,13176,1319,12953
13242,13265,133,13212
13248,13138,13254,13118
13097,13162,13181,13057
13174,1312,13195,13025
13206,12885,1321,128
1286,1328,13342,12838
13265,13458,13509,1322
13384,13215,13438,13197
13236,13352,13383,13352
13359,13227,13353,13227
1316,13212,13249,13094
13269,13271,13278,13176
13325,13475,13475,13307
13694,13629,1373,13629
13078,12921,13477,12921
13095,1313,13131,13102
13179,13284,13296,13108
13084,13229,1323,13053
13304,136,136,13224
13639,13658,13658,13567
13641,13775,13775,13576
13868,13898,13898,13865
13867,1371,13901,13689
13731,13935,13975,13671
13899,1413,1413,13871
1412,1393,14144,13823
13937,13804,1398,13796
13961,14072,14098,13923
14129,14174,14174,14045
1419,14173,1428,14151
14206,14038,14211,13987
1393,13986,1403,13913
13957,13768,13982,13739
13712,1362,13804,1362
13706,13725,13773,13609
13731,1355,1377,1355
13662,1379,13844,13639
13717,13668,13789,1361
13616,13401,13696,13199
1334,13177,13363,13177
13212,13319,13391,13202
13347,13172,13424,13172
13129,13151,13158,13067
13107,12839,13128,12837
12861,12825,12884,1274
12832,1303,13059,12793
13026,13112,13183,12975
13106,13067,13176,1283
1311,1323,13285,13069
13124,13255,13384,13049
1324,13272,13296,13162
13284,13284,13284,13284
13217,13265,13265,13224
1329,13185,13368,13185
13197,13422,13451,13186
13351,13348,13423,13279
13364,1317,13322,1317
12933,12917,12922,129
12846,12753,12864,12752
12779,12862,13,12729
12908,12794,12914,12794
12838,12921,12924,12816
12778,12823,12823,12733
12801,12846,1285,12789
12474,12446,12639,12446
12459,12347,12545,12344
12349,12188,12352,12154
12129,12527,12541,12089
124705,125455,125615,124445
12521,12438,12582,12403
12436,12541,12663,12412
12559,12347,1261,12342
12238,12009,12323,11832
12114,12247,12416,11983
12296,12739,12739,12288
12748,12813,1286,12732
12768,12973,12973,12757
12916,12804,13,12689
12859,13481,13481,12754
13736,13681,13727,13481
13666,13831,13835,1363
13828,13903,13905,138
13873,13839,13896,13778
13776,13868,13909,13734
13918,1375,13935,13737
1377,13842,13844,1366
13862,13788,13869,13756
1383,14115,14164,13779
14157,14017,14227,13916
13984,13975,141,13956
13971,14109,14141,1389
14117,13891,14163,13883
13926,14124,14211,13842
14115,13921,14175,13883
13913,13913,13913,13913
13791,13808,13925,13798
139595,138595,139615,138415
13868,13868,13868,13868
1392,13806,13948,13778
13676,13872,13957,13645
13778,13865,13923,13585
13843,13429,13919,13429
13649,13867,13911,13591
13871,13904,13951,13706
13965,14257,14257,13901
14247,14301,14444,1422
14345,144,14406,14278
14368,14556,14593,1423
14688,14712,14734,1453
14739,14555,14747,14507
1449,1462,14662,14412
14681,14681,14772,14668
14643,14655,14871,14614
14677,1459,14712,14535
14463,14758,14771,144
14722,14711,14766,1461
14674,14627,14755,14623
14536,14674,148,14514
14618,1433,14583,1433
14234,14232,14301,14204
14086,14295,14295,14058
1421,14068,14349,14068
13953,14193,14203,13951
1392,13475,13964,13475
13822,13732,13942,13702
13868,1358,1401,1323
13606,14782,14874,1338
1501,15608,15608,14802
15643,15571,15667,15548
15583,15844,1586,1557
15862,15716,15893,157
1572,15758,15806,15676
15754,15532,15806,15501
15518,15573,15573,15391
15528,15757,15764,15492
15751,15992,16026,15741
16,15968,16005,15948
15948,16047,16066,15936
16062,15985,16081,15903
15958,15958,15958,15958
16046,16071,16078,15961
16062,1611,1611,16041
16138,16128,1613,16119
16075,161,1613,16062
16113,16131,16131,1613
16046,16059,16077,16016
15925,15905,15944,15902
15906,15857,15879,15757
15883,15923,1596,1585
15915,15798,15956,15798
15778,1576,15797,1576
15766,15786,15812,15618
15748,158,15835,15739
15746,15776,15826,15668
15746,15776,15855,15714
15721,15808,15808,15697
15719,15796,15856,1566
15777,1596,16016,15751
15952,16128,16128,15918
16152,15933,1609,1589
15862,15794,1596,15777
15724,158,15854,15723
15782,15685,15812,15545
15776,16047,16069,15618
16036,161,1617,15997
16088,16332,16339,15995
16347,16411,16469,16327
16442,16522,16523,16402
16487,16438,16504,16424
16482,16665,1668,16437
1666,16715,16725,16648
16704,1677,16821,16631
16777,16722,16785,1668
16724,16742,16834,16665
16753,1668,16765,16616
16694,16639,16812,16599
16606,16754,168,16574
16799,16624,16832,16618
16607,16612,16615,16607
16524,16516,16555,16516
16564,1663,1663,16572
